tramo,zona,fecha,dia_semana,hora,total_registros,speed_promedio,pct_detenido,pct_lento,pct_normal,pct_fluido,temperatura_max,temperatura_min,precipitacion,pct_congestion,nivel_congestion,es_hora_pico,zona_cod,tramo_cod,velocidad_hora_anterior,hora_anterior_obs,gap_anterior_horas,promedio_movil_2,promedio_movil_3,tendencia,velocidad_siguiente,hora_siguiente_obs,gap_siguiente_horas,es_sintetico
MC_A3,mercado_campesino,2026-06-10,2,18,8,13.75,0.125,0.25,0.625,0.0,20.0,8.7,0.0,0.375,BAJO,1,0,2,13.857142857142858,17.0,1.0,12.928571428571429,12.95238095238095,-0.1071428571428576,4.0,19.0,1.0,0
MC_A3,mercado_campesino,2026-06-21,6,6,9,10.11111111111111,0.0,0.8888888888888888,0.1111111111111111,0.0,29.100000000000005,0.2,0.0,0.8889,ALTO,0,0,2,,,,13.75,13.803571428571429,,18.166666666666668,7.0,1.0,0
MC_A4,mercado_campesino,2026-06-09,1,15,3,9.333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,16.2,8.8,0.0,0.6667,MEDIO,0,0,3,,,,10.11111111111111,10.11111111111111,,13.25,17.0,2.0,0
MC_A4,mercado_campesino,2026-06-10,2,8,8,6.5,0.375,0.5,0.125,0.0,20.0,8.7,0.0,0.875,ALTO,1,0,3,8.833333333333334,7.0,1.0,8.833333333333334,9.083333333333332,-2.333333333333334,6.375,9.0,1.0,0
MC_A4,mercado_campesino,2026-06-10,2,9,8,6.375,0.5,0.375,0.125,0.0,20.0,8.7,0.0,0.875,ALTO,0,0,3,6.5,8.0,1.0,7.666666666666667,7.666666666666665,-0.125,9.0,10.0,1.0,0
MC_A4,mercado_campesino,2026-06-10,2,16,5,7.0,0.4,0.4,0.2,0.0,20.0,8.7,0.0,0.8,ALTO,0,0,3,9.0,10.0,6.0,7.6875,7.291666666666665,-2.0,11.0,17.0,1.0,0
MC_A4,mercado_campesino,2026-06-10,2,17,4,11.0,0.25,0.5,0.25,0.0,20.0,8.7,0.0,0.75,ALTO,1,0,3,7.0,16.0,1.0,8.0,7.458333333333332,4.0,7.75,18.0,1.0,0
MC_A4,mercado_campesino,2026-06-10,2,18,4,7.75,0.5,0.25,0.25,0.0,20.0,8.7,0.0,0.75,ALTO,1,0,3,11.0,17.0,1.0,9.0,8.999999999999998,-3.25,2.3181818181818183,19.0,1.0,0
MC_A4,mercado_campesino,2026-06-21,6,6,4,6.75,0.25,0.5,0.25,0.0,29.1,0.2,0.0,0.75,ALTO,0,0,3,,,,7.75,9.374999999999998,,8.857142857142858,7.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-09,1,15,4,21.5,0.0,0.25,0.5,0.25,16.2,8.8,0.0,0.25,BAJO,0,1,4,,,,6.75,6.75,,29.5,17.0,2.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,7,3,34.333333333333336,0.0,0.0,0.3333333333333333,0.6666666666666666,20.0,8.7,0.0,0.0,BAJO,1,1,4,,,,21.5,21.5,,25.75,8.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,8,4,25.75,0.0,0.0,0.5,0.5,20.0,8.7,0.0,0.0,BAJO,1,1,4,34.333333333333336,7.0,1.0,34.333333333333336,27.916666666666664,-8.583333333333336,22.666666666666668,9.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,9,3,22.666666666666668,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,20.0,8.7,0.0,0.3333,BAJO,0,1,4,25.75,8.0,1.0,30.041666666666668,30.041666666666668,-3.083333333333332,19.666666666666668,10.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,17,4,19.0,0.25,0.25,0.25,0.25,20.0,8.7,0.0,0.5,MEDIO,1,1,4,20.0,16.0,1.0,19.833333333333336,20.77777777777778,-1.0,10.444444444444445,18.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,18,9,10.444444444444445,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,20.0,8.7,0.0,0.6667,MEDIO,1,1,4,19.0,17.0,1.0,19.5,19.55555555555556,-8.555555555555555,26.33333333333333,19.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-21,6,6,7,11.428571428571429,0.5714285714285714,0.0,0.2857142857142857,0.1428571428571428,29.1,0.2,0.0,0.5714,MEDIO,0,1,4,,,,10.444444444444445,14.72222222222222,,20.0,7.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,7,6,19.33333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,20.0,8.7,0.0,0.3333,BAJO,1,1,5,,,,31.75,31.75,,7.666666666666667,8.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,8,3,7.666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.0,20.0,8.7,0.0,0.6667,MEDIO,1,1,5,19.33333333333333,7.0,1.0,19.33333333333333,25.541666666666664,-11.666666666666664,24.33333333333333,9.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,16,5,25.2,0.0,0.0,0.8,0.2,20.0,8.7,0.0,0.0,BAJO,0,1,5,8.0,10.0,6.0,16.166666666666664,13.333333333333334,17.2,2.5,17.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,17,8,2.5,0.5,0.5,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,1,1,5,25.2,16.0,1.0,16.6,19.177777777777777,-22.7,16.142857142857142,18.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,18,7,16.142857142857142,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,20.0,8.7,0.0,0.4286,MEDIO,1,1,5,2.5,17.0,1.0,13.85,11.9,13.642857142857142,4.8,19.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-21,6,6,4,25.0,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,1,5,,,,16.142857142857142,9.321428571428571,,23.0,7.0,1.0,0
RSM_B3,rotonda_san_martin,2026-06-09,1,15,4,11.25,0.25,0.25,0.5,0.0,16.2,8.8,0.0,0.5,MEDIO,0,1,6,,,,25.0,25.0,,5.428571428571429,17.0,2.0,0
RSM_B3,rotonda_san_martin,2026-06-10,2,7,4,22.75,0.25,0.0,0.5,0.25,20.0,8.7,0.0,0.25,BAJO,1,1,6,,,,11.25,11.25,,10.166666666666666,8.0,1.0,0
RSM_B3,rotonda_san_martin,2026-06-10,2,8,6,10.166666666666666,0.5,0.1666666666666666,0.1666666666666666,0.1666666666666666,20.0,8.7,0.0,0.6667,MEDIO,1,1,6,22.75,7.0,1.0,22.75,17.0,-12.583333333333334,16.0,10.0,2.0,0
RSM_B3,rotonda_san_martin,2026-06-10,2,16,2,38.0,0.0,0.0,0.0,1.0,20.0,8.7,0.0,0.0,BAJO,0,1,6,16.0,10.0,6.0,13.083333333333332,16.305555555555554,22.0,4.666666666666667,17.0,1.0,0
RSM_B3,rotonda_san_martin,2026-06-10,2,17,15,4.666666666666667,0.4666666666666667,0.4666666666666667,0.0666666666666666,0.0,20.0,8.7,0.0,0.9333,ALTO,1,1,6,38.0,16.0,1.0,27.0,21.38888888888889,-33.333333333333336,19.0,18.0,1.0,0
RSM_B3,rotonda_san_martin,2026-06-10,2,18,5,19.0,0.2,0.4,0.2,0.2,20.0,8.7,0.0,0.6,MEDIO,1,1,6,4.666666666666667,17.0,1.0,21.33333333333333,19.555555555555557,14.333333333333332,8.125,19.0,1.0,0
RSM_B3,rotonda_san_martin,2026-06-21,6,6,3,28.666666666666668,0.0,0.0,1.0,0.0,29.100000000000005,0.2,0.0,0.0,BAJO,0,1,6,,,,19.0,11.833333333333336,,25.33333333333333,7.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-10,2,7,3,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,1,1,7,,,,4.25,4.25,,16.0,8.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-10,2,9,3,0.0,1.0,0.0,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,1,7,16.0,8.0,1.0,8.833333333333334,8.833333333333334,-16.0,17.0,10.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-10,2,16,5,3.8,0.6,0.4,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,1,7,17.0,10.0,6.0,8.5,11.0,-13.2,6.666666666666667,17.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-21,6,6,1,23.0,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,1,7,,,,1.6,4.133333333333335,,14.833333333333334,7.0,1.0,0
MC_A1,mercado_campesino,2026-06-10,2,7,5,18.583727599996674,0.2,0.0,0.8,0.0,20.0,8.7,0.0,0.2,BAJO,1,0,0,,,,,,,10.99184368570544,8.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,7,5,19.73014882880215,0.2,0.0,0.8,0.0,20.0,8.7,0.0,0.2,BAJO,1,0,0,,,,,,,16.08578451989923,8.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,7,5,12.781967774353191,0.2,0.0,0.8,0.0,20.0,8.7,0.0,0.2,BAJO,1,0,0,,,,,,,10.317481184512172,8.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,7,5,18.128803532895652,0.2,0.0,0.8,0.0,20.0,8.7,0.0,0.2,BAJO,1,0,0,,,,,,,12.853295627163728,8.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,7,5,17.75678768364867,0.2,0.0,0.8,0.0,20.0,8.7,0.0,0.2,BAJO,1,0,0,,,,,,,11.47265092397263,8.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,8,6,15.928464609980526,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,0,19.80046878678986,7.0,1.0,17.864466698385193,18.459644465590127,-3.872004176809334,16.919829929347785,9.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,8,6,16.565913556491065,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,0,19.002426772645947,7.0,1.0,17.784170164568508,18.406113443045673,-2.436513216154882,14.539913121465204,9.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,8,6,14.61508796040829,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,0,15.333768832282368,7.0,1.0,14.97442839634533,16.532952264230218,-0.7186808718740778,19.009360541636624,9.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,8,6,13.538257998447488,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,0,17.324536869978544,7.0,1.0,15.431397434213016,16.83759828947534,-3.7862788715310565,14.998659779646738,9.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,8,6,16.81102401620504,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,0,17.402552570377377,7.0,1.0,17.10678829329121,17.954525528860806,-0.5915285541723385,15.648347488935558,9.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,9,4,15.844317973167588,0.25,0.0,0.75,0.0,20.0,8.7,0.0,0.25,BAJO,0,0,0,15.035757630606446,8.0,1.0,15.440037801887016,15.537802979035789,0.8085603425611421,6.339916461945299,10.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,9,4,17.811541871519523,0.25,0.0,0.75,0.0,20.0,8.7,0.0,0.25,BAJO,0,0,0,14.774731600170337,8.0,1.0,16.293136735844932,16.1065356016744,3.036810271349186,10.908284391611717,10.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,9,4,15.704706885316655,0.25,0.0,0.75,0.0,20.0,8.7,0.0,0.25,BAJO,0,0,0,12.349186317371794,8.0,1.0,14.026946601344225,14.595742178673929,3.355520567944861,3.3069891724926253,10.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,9,4,18.334289515019904,0.25,0.0,0.75,0.0,20.0,8.7,0.0,0.25,BAJO,0,0,0,16.570365882181406,8.0,1.0,17.452327698600655,16.87932957684488,1.7639236328384982,5.106928907347279,10.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,9,4,14.589130580267627,0.25,0.0,0.75,0.0,20.0,8.7,0.0,0.25,BAJO,0,0,0,11.54611377564797,8.0,1.0,13.067622177957798,13.956192563082977,3.043016804619656,7.073314553250217,10.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,16,3,26.578304859885858,0.0,0.0,0.6666666666666666,0.3333333333333333,20.0,8.7,0.0,0.0,BAJO,0,0,0,6.796984348464598,10.0,6.0,16.687644604175226,15.104726032413113,19.78132051142126,15.288319361395196,17.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,16,3,25.26378198650947,0.0,0.0,0.6666666666666666,0.3333333333333333,20.0,8.7,0.0,0.0,BAJO,0,0,0,5.700114090175816,10.0,6.0,15.481948038342644,14.30092832185806,19.563667896333655,17.562463676795513,17.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,16,3,26.90796795919599,0.0,0.0,0.6666666666666666,0.3333333333333333,20.0,8.7,0.0,0.0,BAJO,0,0,0,5.975084281302326,10.0,6.0,16.441526120249158,14.940647043129069,20.932883677893663,18.746155147654758,17.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,16,3,24.84047898458209,0.0,0.0,0.6666666666666666,0.3333333333333333,20.0,8.7,0.0,0.0,BAJO,0,0,0,6.143610606370965,10.0,6.0,15.492044795476527,14.307659493280648,18.69686837821113,18.62366351942371,17.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,16,3,20.91888451268632,0.0,0.0,0.6666666666666666,0.3333333333333333,20.0,8.7,0.0,0.0,BAJO,0,0,0,4.577810592745151,10.0,6.0,12.748347552715735,12.478527998106786,16.341073919941167,15.79020883322312,17.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,18,3,24.023482756206818,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,16.292338399982864,17.0,1.0,20.157910578094842,18.668236681692857,7.731144356223954,20.244965851385203,19.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,18,3,23.43976247458277,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,19.49039690057502,17.0,1.0,21.465079687578896,19.53968275468223,3.94936557400775,12.071685065115808,19.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,18,3,24.80534756687391,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,17.41859835756382,17.0,1.0,21.111972962218864,19.304278271108874,7.386749209310089,17.907754738234292,19.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,18,3,27.495930391837916,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,19.04047677638651,17.0,1.0,23.268203584112214,20.741765352371107,8.455453615451408,15.503084526301615,19.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,18,3,24.477505031515854,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,19.20670065102552,17.0,1.0,21.842102841270687,19.791031523810087,5.270804380490333,15.907968245399045,19.0,1.0,1
MC_A1,mercado_campesino,2026-06-21,6,6,4,21.71895457470277,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,0,0,,,,,,,10.799488588198638,7.0,1.0,1
MC_A1,mercado_campesino,2026-06-21,6,6,4,22.635182990069932,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,0,0,,,,,,,14.992975432183451,7.0,1.0,1
MC_A1,mercado_campesino,2026-06-21,6,6,4,25.366316782762226,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,0,0,,,,,,,15.490203328790598,7.0,1.0,1
MC_A1,mercado_campesino,2026-06-21,6,6,4,23.901112824475046,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,0,0,,,,,,,14.122047339239263,7.0,1.0,1
MC_A1,mercado_campesino,2026-06-21,6,6,4,26.609008784279883,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,0,0,,,,,,,12.91865121510503,7.0,1.0,1
MC_A2,mercado_campesino,2026-06-09,1,15,35,2.9925212631299667,0.6857142857142857,0.2571428571428571,0.0571428571428571,0.0,16.2,8.8,0.0,0.9429,ALTO,0,0,1,,,,,,,4.597014851271589,17.0,2.0,1
MC_A2,mercado_campesino,2026-06-09,1,15,35,1.8264914591532035,0.6857142857142857,0.2571428571428571,0.0571428571428571,0.0,16.2,8.8,0.0,0.9429,ALTO,0,0,1,,,,,,,4.995521832698583,17.0,2.0,1
MC_A2,mercado_campesino,2026-06-09,1,15,35,0.6420335266440989,0.6857142857142857,0.2571428571428571,0.0571428571428571,0.0,16.2,8.8,0.0,0.9429,ALTO,0,0,1,,,,,,,6.231074715170522,17.0,2.0,1
MC_A2,mercado_campesino,2026-06-09,1,15,35,1.6752336962961238,0.6857142857142857,0.2571428571428571,0.0571428571428571,0.0,16.2,8.8,0.0,0.9429,ALTO,0,0,1,,,,,,,5.556231723849022,17.0,2.0,1
MC_A2,mercado_campesino,2026-06-09,1,15,35,3.0266154326067074,0.6857142857142857,0.2571428571428571,0.0571428571428571,0.0,16.2,8.8,0.0,0.9429,ALTO,0,0,1,,,,,,,6.173555693742715,17.0,2.0,1
MC_A2,mercado_campesino,2026-06-10,2,8,7,9.946366606419005,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.0,20.0,8.7,0.0,0.7143,ALTO,1,0,1,1.5137718232068627,7.0,1.0,5.730069214812934,4.486163359325839,8.432594783212142,0.17572735363986292,9.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,8,7,8.886618062670879,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.0,20.0,8.7,0.0,0.7143,ALTO,1,0,1,0.0,7.0,1.0,4.443309031335439,3.628323237007509,8.886618062670879,0.0,9.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,8,7,7.118745480511249,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.0,20.0,8.7,0.0,0.7143,ALTO,1,0,1,0.2354779287797708,7.0,1.0,3.67711170464551,3.1175250192142223,6.883267551731478,1.346370271322015,9.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,8,7,7.712151610775477,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.0,20.0,8.7,0.0,0.7143,ALTO,1,0,1,1.1159915969663154,7.0,1.0,4.414071603870896,3.6088316186978133,6.596160013809161,2.6256494216705875,9.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,8,7,8.493291447710247,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.0,20.0,8.7,0.0,0.7143,ALTO,1,0,1,2.70280276002702,7.0,1.0,5.598047103868634,4.398148618696305,5.790488687683227,0.0,9.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,9,18,0.4855872224911723,0.7222222222222222,0.2777777777777778,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,0,1,7.648798814393505,8.0,1.0,4.067193018442339,4.487103037935918,-7.163211591902333,7.517798674516272,10.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,9,18,1.9729346120199982,0.7222222222222222,0.2777777777777778,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,0,1,6.543259767838238,8.0,1.0,4.258097189929118,4.614372485593771,-4.5703251558182405,8.617873805329609,10.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,9,18,1.1159053255245333,0.7222222222222222,0.2777777777777778,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,0,1,8.15495001361719,8.0,1.0,4.635427669570862,4.865926138688267,-7.039044688092657,5.94329502435691,10.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,9,18,0.8803664238375439,0.7222222222222222,0.2777777777777778,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,0,1,8.246910982162046,8.0,1.0,4.5636387029997945,4.818066827640888,-7.3665445583245015,8.330931656817688,10.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,9,18,0.8088577351184533,0.7222222222222222,0.2777777777777778,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,0,1,11.278184517764686,8.0,1.0,6.043521126441569,5.804655109935406,-10.469326782646233,7.6595683163865305,10.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,17,9,4.21096254027551,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,20.0,8.7,0.0,0.7778,ALTO,1,0,1,2.15153259458323,16.0,1.0,3.18124756742937,3.3068683229435476,2.0594299456922798,4.098612053377296,18.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,17,9,7.599817432623733,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,20.0,8.7,0.0,0.7778,ALTO,1,0,1,3.0843171025946496,16.0,1.0,5.342067267609192,4.747414789730096,4.5155003300290835,4.29328628968934,18.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,17,9,7.74789898258736,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,20.0,8.7,0.0,0.7778,ALTO,1,0,1,0.20579303058589482,16.0,1.0,3.9768460065866273,3.837267282381719,7.5421059520014655,2.875805905085801,18.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,17,9,4.348812513586568,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,20.0,8.7,0.0,0.7778,ALTO,1,0,1,1.342131470984246,16.0,1.0,2.8454719922854066,3.0830179395142387,3.0066810426023216,1.8276755800115965,18.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,17,9,6.570031707445104,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,20.0,8.7,0.0,0.7778,ALTO,1,0,1,1.5804879335801447,16.0,1.0,4.075259820512624,3.902876491665717,4.989543773864959,1.6938099992221751,18.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,18,14,2.341272389327,0.5714285714285714,0.3571428571428571,0.0714285714285714,0.0,20.0,8.7,0.0,0.9286,ALTO,1,0,1,6.112572401369458,17.0,1.0,4.226922395348229,4.547194751432663,-3.771300012042458,4.992054022718223,19.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,18,14,6.625632721549966,0.5714285714285714,0.3571428571428571,0.0714285714285714,0.0,20.0,8.7,0.0,0.9286,ALTO,1,0,1,9.811006683208653,17.0,1.0,8.21831970237931,7.208126289453383,-3.185373961658687,4.389407913926531,19.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,18,14,2.378310032224901,0.5714285714285714,0.3571428571428571,0.0714285714285714,0.0,20.0,8.7,0.0,0.9286,ALTO,1,0,1,2.63429131558788,17.0,1.0,2.5063006739063907,3.4001136038047712,-0.2559812833629791,4.180761734372037,19.0,1.0,1
