tramo,zona,fecha,dia_semana,hora,total_registros,speed_promedio,pct_detenido,pct_lento,pct_normal,pct_fluido,temperatura_max,temperatura_min,precipitacion,pct_congestion,nivel_congestion,es_hora_pico,zona_cod,tramo_cod,velocidad_hora_anterior,hora_anterior_obs,gap_anterior_horas,promedio_movil_2,promedio_movil_3,tendencia,velocidad_siguiente,hora_siguiente_obs,gap_siguiente_horas,es_sintetico
MC_A3,mercado_campesino,2026-06-10,2,9,4,8.75,0.5,0.0,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,0,0,2,18.0,8.0,1.0,15.250000000000002,15.25,-9.25,15.0,10.0,1.0,0
MC_A3,mercado_campesino,2026-06-10,2,16,3,23.666666666666668,0.0,0.0,0.6666666666666666,0.3333333333333333,20.0,8.7,0.0,0.0,BAJO,0,0,2,15.0,10.0,6.0,11.875000000000002,13.916666666666666,8.666666666666668,19.0,17.0,1.0,0
MC_A3,mercado_campesino,2026-06-10,2,17,3,19.0,0.0,0.3333333333333333,0.6666666666666666,0.0,20.0,8.7,0.0,0.3333,BAJO,1,0,2,23.666666666666668,16.0,1.0,19.333333333333336,15.805555555555555,-4.666666666666668,19.0,18.0,1.0,0
MC_A3,mercado_campesino,2026-06-10,2,18,3,19.0,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,2,19.0,17.0,1.0,21.333333333333336,19.222222222222225,0.0,3.076923076923077,19.0,1.0,0
MC_A3,mercado_campesino,2026-06-21,6,6,3,14.666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,29.100000000000005,0.2,0.0,0.6667,MEDIO,0,0,2,,,,19.0,19.0,,19.33333333333333,7.0,1.0,0
MC_A4,mercado_campesino,2026-06-09,1,15,2,3.5,0.5,0.5,0.0,0.0,16.2,8.8,0.0,1.0,ALTO,0,0,3,,,,14.666666666666666,14.666666666666666,,10.333333333333334,17.0,2.0,0
MC_A4,mercado_campesino,2026-06-10,2,7,5,8.0,0.2,0.6,0.2,0.0,20.0,8.7,0.0,0.8,ALTO,1,0,3,,,,3.5,3.5,,4.428571428571429,8.0,1.0,0
MC_A4,mercado_campesino,2026-06-10,2,8,7,4.428571428571429,0.4285714285714285,0.5714285714285714,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,1,0,3,8.0,7.0,1.0,8.0,5.75,-3.571428571428571,3.7142857142857135,9.0,1.0,0
MC_A4,mercado_campesino,2026-06-10,2,9,7,3.7142857142857135,0.5714285714285714,0.4285714285714285,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,0,3,4.428571428571429,8.0,1.0,6.214285714285716,6.214285714285714,-0.7142857142857144,6.6,10.0,1.0,0
MC_A4,mercado_campesino,2026-06-10,2,16,4,2.5,0.5,0.5,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,0,3,6.6,10.0,6.0,5.157142857142858,4.914285714285715,-4.1,6.0,17.0,1.0,0
MC_A4,mercado_campesino,2026-06-10,2,17,3,6.0,0.3333333333333333,0.6666666666666666,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,1,0,3,2.5,16.0,1.0,4.550000000000002,4.271428571428571,3.5,3.333333333333333,18.0,1.0,0
MC_A4,mercado_campesino,2026-06-10,2,18,3,3.333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,1,0,3,6.0,17.0,1.0,4.250000000000002,5.033333333333332,-2.6666666666666665,1.4285714285714286,19.0,1.0,0
MC_A4,mercado_campesino,2026-06-21,6,6,4,6.75,0.25,0.5,0.25,0.0,29.1,0.2,0.0,0.75,ALTO,0,0,3,,,,3.333333333333333,4.666666666666666,,7.666666666666667,7.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-09,1,15,3,15.666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,16.2,8.8,0.0,0.3333,BAJO,0,1,4,,,,6.75,6.75,,31.0,17.0,2.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,7,2,31.0,0.0,0.0,0.5,0.5,20.0,8.7,0.0,0.0,BAJO,1,1,4,,,,15.666666666666666,15.666666666666666,,23.666666666666668,8.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,8,3,23.666666666666668,0.0,0.0,0.6666666666666666,0.3333333333333333,20.0,8.7,0.0,0.0,BAJO,1,1,4,31.0,7.0,1.0,31.0,23.33333333333333,-7.333333333333332,15.5,9.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,9,2,15.5,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,0,1,4,23.666666666666668,8.0,1.0,27.333333333333336,27.333333333333336,-8.166666666666668,24.0,10.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,16,2,25.5,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,0,1,4,24.0,10.0,6.0,19.75,21.05555555555556,1.5,12.666666666666666,17.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,17,3,12.666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,20.0,8.7,0.0,0.6667,MEDIO,1,1,4,25.5,16.0,1.0,24.75,21.666666666666668,-12.833333333333334,14.75,18.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-10,2,18,4,14.75,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,1,4,12.666666666666666,17.0,1.0,19.083333333333336,20.72222222222222,2.083333333333334,26.5,19.0,1.0,0
RSM_B1,rotonda_san_martin,2026-06-21,6,6,6,8.0,0.6666666666666666,0.0,0.3333333333333333,0.0,29.100000000000005,0.2,0.0,0.6667,MEDIO,0,1,4,,,,14.75,13.708333333333334,,16.5,7.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-09,1,15,2,34.0,0.0,0.0,0.0,1.0,16.2,8.8,0.0,0.0,BAJO,0,1,5,,,,8.0,8.0,,6.0,17.0,2.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,7,4,28.75,0.0,0.0,0.5,0.5,20.0,8.7,0.0,0.0,BAJO,1,1,5,,,,34.0,34.0,,0.0,8.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,8,2,0.0,1.0,0.0,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,1,1,5,28.75,7.0,1.0,28.75,31.375,-28.75,24.0,9.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,9,2,24.0,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,0,1,5,0.0,8.0,1.0,14.375,14.375,24.0,14.0,10.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,16,4,25.75,0.0,0.0,0.75,0.25,20.0,8.7,0.0,0.0,BAJO,0,1,5,14.0,10.0,6.0,19.0,12.666666666666666,11.75,7.0,17.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,17,1,7.0,0.0,1.0,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,1,1,5,25.75,16.0,1.0,19.875,21.25,-18.75,23.5,18.0,1.0,0
RSM_B2,rotonda_san_martin,2026-06-10,2,18,4,23.5,0.0,0.25,0.25,0.5,20.0,8.7,0.0,0.25,BAJO,1,1,5,7.0,17.0,1.0,16.375,15.583333333333334,16.5,2.333333333333333,19.0,1.0,0
RSM_B3,rotonda_san_martin,2026-06-10,2,7,1,43.0,0.0,0.0,0.0,1.0,20.0,8.7,0.0,0.0,BAJO,1,1,6,,,,,,,8.0,8.0,1.0,0
RSM_B3,rotonda_san_martin,2026-06-10,2,8,5,8.0,0.6,0.2,0.0,0.2,20.0,8.7,0.0,0.8,ALTO,1,1,6,43.0,7.0,1.0,43.0,43.0,-35.0,12.5,10.0,2.0,0
RSM_B3,rotonda_san_martin,2026-06-10,2,17,12,4.5,0.5,0.4166666666666667,0.0833333333333333,0.0,20.0,8.7,0.0,0.9167,ALTO,1,1,6,12.5,10.0,7.0,10.25,21.166666666666668,-8.0,6.714285714285714,19.0,2.0,0
RSM_B3,rotonda_san_martin,2026-06-21,6,6,2,28.0,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,1,6,,,,4.5,8.5,,23.5,7.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-09,1,15,3,0.0,1.0,0.0,0.0,0.0,16.2,8.8,0.0,1.0,ALTO,0,1,7,,,,28.0,28.0,,9.333333333333334,17.0,2.0,0
RSM_B4,rotonda_san_martin,2026-06-10,2,7,3,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,1,1,7,,,,0.0,0.0,,13.5,8.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-10,2,8,2,13.5,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,1,7,1.6666666666666667,7.0,1.0,1.6666666666666667,0.8333333333333334,11.833333333333334,0.0,9.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-10,2,9,3,0.0,1.0,0.0,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,1,7,13.5,8.0,1.0,7.583333333333333,7.583333333333333,-13.5,14.333333333333334,10.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-10,2,16,5,3.8,0.6,0.4,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,0,1,7,14.333333333333334,10.0,6.0,7.166666666666667,9.27777777777778,-10.533333333333337,6.0,17.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-10,2,17,8,6.0,0.375,0.625,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,1,1,7,3.8,16.0,1.0,9.066666666666666,6.044444444444444,2.2,2.0,18.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-10,2,18,4,2.0,0.75,0.25,0.0,0.0,20.0,8.7,0.0,1.0,ALTO,1,1,7,6.0,17.0,1.0,4.9,8.044444444444444,-4.0,13.5,19.0,1.0,0
RSM_B4,rotonda_san_martin,2026-06-21,6,6,1,23.0,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,1,7,,,,2.0,4.0,,13.2,7.0,1.0,0
MC_A1,mercado_campesino,2026-06-09,1,15,1,24.702204948396368,0.0,0.0,1.0,0.0,16.2,8.8,0.0,0.0,BAJO,0,0,0,,,,,,,6.936743072478322,17.0,2.0,1
MC_A1,mercado_campesino,2026-06-09,1,15,1,25.72937645520214,0.0,0.0,1.0,0.0,16.2,8.8,0.0,0.0,BAJO,0,0,0,,,,,,,11.50081668762776,17.0,2.0,1
MC_A1,mercado_campesino,2026-06-09,1,15,1,19.503939047091627,0.0,0.0,1.0,0.0,16.2,8.8,0.0,0.0,BAJO,0,0,0,,,,,,,6.3325271620613925,17.0,2.0,1
MC_A1,mercado_campesino,2026-06-09,1,15,1,24.294601680291105,0.0,0.0,1.0,0.0,16.2,8.8,0.0,0.0,BAJO,0,0,0,,,,,,,8.604568429783061,17.0,2.0,1
MC_A1,mercado_campesino,2026-06-09,1,15,1,23.961282590566285,0.0,0.0,1.0,0.0,16.2,8.8,0.0,0.0,BAJO,0,0,0,,,,,,,7.367537167183479,17.0,2.0,1
MC_A1,mercado_campesino,2026-06-10,2,7,2,25.52652772222704,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,,,,,,,14.45904846003758,8.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,7,2,23.652164370342867,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,,,,,,,15.264336459929169,8.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,7,2,24.577351403523167,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,,,,,,,10.686471070008329,8.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,7,2,24.349767349819864,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,,,,,,,10.45697068317951,8.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,7,2,25.524343856915937,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,,,,,,,12.55161495451454,8.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,8,3,12.240660790795369,0.0,0.6666666666666666,0.3333333333333333,0.0,20.0,8.7,0.0,0.6667,MEDIO,1,0,0,21.93083263998503,7.0,1.0,17.0857467153902,19.3071644769268,-9.690171849189662,19.567284079802356,9.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,8,3,12.310561367057964,0.0,0.6666666666666666,0.3333333333333333,0.0,20.0,8.7,0.0,0.6667,MEDIO,1,0,0,22.512940408522017,7.0,1.0,17.411750887789992,19.524500591859994,-10.202379041464052,15.938526216356204,9.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,8,3,13.893345999750442,0.0,0.6666666666666666,0.3333333333333333,0.0,20.0,8.7,0.0,0.6667,MEDIO,1,0,0,24.342147183102902,7.0,1.0,19.117746591426673,20.661831060951116,-10.44880118335246,17.70112122517328,9.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,8,3,13.659471666074719,0.0,0.6666666666666666,0.3333333333333333,0.0,20.0,8.7,0.0,0.6667,MEDIO,1,0,0,28.43531752228791,7.0,1.0,21.047394594181313,21.948263062787543,-14.775845856213191,15.813437350351814,9.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,8,3,11.486229457751524,0.0,0.6666666666666666,0.3333333333333333,0.0,20.0,8.7,0.0,0.6667,MEDIO,1,0,0,21.624702307116532,7.0,1.0,16.555465882434028,18.953643921622685,-10.138472849365009,18.169493121263283,9.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,9,4,19.351658991973437,0.25,0.0,0.75,0.0,20.0,8.7,0.0,0.25,BAJO,0,0,0,12.404080569796344,8.0,1.0,15.87786978088489,16.6130242983677,6.947578422177093,3.463902305621362,10.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,9,4,14.850025144685635,0.25,0.0,0.75,0.0,20.0,8.7,0.0,0.25,BAJO,0,0,0,14.165924520442582,8.0,1.0,14.50797483256411,15.699760999487182,0.6841006242430527,7.112791279556454,10.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,9,4,18.001671272427156,0.25,0.0,0.75,0.0,20.0,8.7,0.0,0.25,BAJO,0,0,0,11.133033533792881,8.0,1.0,14.567352403110018,15.739346046517788,6.868637738634275,5.935003912531187,10.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,9,4,17.01889648802189,0.25,0.0,0.75,0.0,20.0,8.7,0.0,0.25,BAJO,0,0,0,13.170623369404584,8.0,1.0,15.094759928713238,16.0909510635866,3.848273118617307,7.408163114924049,10.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,9,4,17.26526452312918,0.25,0.0,0.75,0.0,20.0,8.7,0.0,0.25,BAJO,0,0,0,14.231188300658077,8.0,1.0,15.74822641189363,16.526595385706862,3.0340762224711018,5.555732514374858,10.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,16,2,24.66626088895674,0.0,0.0,0.5,0.5,20.0,8.7,0.0,0.0,BAJO,0,0,0,6.854771476562565,10.0,6.0,15.760516182759652,14.375529307024953,17.811489412394174,13.64205883007339,17.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,16,2,23.2633340075099,0.0,0.0,0.5,0.5,20.0,8.7,0.0,0.0,BAJO,0,0,0,4.316050240108237,10.0,6.0,13.789692123809068,13.061646601057896,18.947283767401665,15.527738626207498,17.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,16,2,23.365948733559676,0.0,0.0,0.5,0.5,20.0,8.7,0.0,0.0,BAJO,0,0,0,8.845015905104287,10.0,6.0,16.105482319331983,14.605506731406507,14.52093282845539,15.00473641186993,17.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,16,2,26.23134801819176,0.0,0.0,0.5,0.5,20.0,8.7,0.0,0.0,BAJO,0,0,0,1.5219125554510424,10.0,6.0,13.8766302868214,13.119605376399454,24.709435462740718,16.22827455097237,17.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,16,2,24.375056126737345,0.0,0.0,0.5,0.5,20.0,8.7,0.0,0.0,BAJO,0,0,0,6.750919424249812,10.0,6.0,15.562987775493578,14.243843702180904,17.624136702487533,18.638985330799475,17.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,17,4,18.828228187284154,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,0,23.19638088038886,16.0,1.0,21.012304533836506,19.13598080033545,-4.3681526931047046,23.43453390610518,18.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,17,4,18.977161601538832,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,0,23.559148953219964,16.0,1.0,21.2681552773794,19.306547962697376,-4.581987351681132,21.560246017153457,18.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,17,4,14.388397492293818,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,0,21.881169163326838,16.0,1.0,18.13478332781033,17.21763332965133,-7.4927716710330206,25.64568154467848,18.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,17,4,17.328212835093932,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,0,25.59118823537017,16.0,1.0,21.459700535232052,19.434244801265812,-8.262975400276236,23.515418096305137,18.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,17,4,17.36534662146611,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,0,25.441641114003584,16.0,1.0,21.403493867734845,19.39677368960101,-8.076294492537475,23.787126697538895,18.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,18,2,25.552615207444987,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,15.474625473362014,17.0,1.0,20.5136203404035,18.83130244915789,10.077989734082973,11.163360951746514,19.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,18,2,23.620304518630657,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,14.24424860825685,17.0,1.0,18.932276563443754,17.77707326451806,9.376055910373807,13.122203212291444,19.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,18,2,23.41828627937488,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,17.02879205853346,17.0,1.0,20.22353916895417,18.637915001525002,6.389494220841421,13.107856123722389,19.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,18,2,25.52900829081904,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,18.53334600241801,17.0,1.0,22.031177146618525,19.843006986634574,6.995662288401029,11.773045230600582,19.0,1.0,1
MC_A1,mercado_campesino,2026-06-10,2,18,2,23.52453065773412,0.0,0.0,1.0,0.0,20.0,8.7,0.0,0.0,BAJO,1,0,0,16.816293454174307,17.0,1.0,20.170412055954216,18.6024969261917,6.708237203559815,8.111623969093639,19.0,1.0,1
MC_A1,mercado_campesino,2026-06-21,6,6,2,20.665203211318133,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,0,0,,,,,,,8.9519062935831,7.0,1.0,1
MC_A1,mercado_campesino,2026-06-21,6,6,2,21.701895615176273,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,0,0,,,,,,,12.92125928901905,7.0,1.0,1
MC_A1,mercado_campesino,2026-06-21,6,6,2,21.913369759727566,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,0,0,,,,,,,11.128543706973463,7.0,1.0,1
MC_A1,mercado_campesino,2026-06-21,6,6,2,26.99400526067393,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,0,0,,,,,,,11.179007873085803,7.0,1.0,1
MC_A1,mercado_campesino,2026-06-21,6,6,2,25.699566962620896,0.0,0.0,1.0,0.0,29.1,0.2,0.0,0.0,BAJO,0,0,0,,,,,,,9.848525736261298,7.0,1.0,1
MC_A2,mercado_campesino,2026-06-09,1,15,10,5.589273862235037,0.4,0.4,0.2,0.0,16.2,8.8,0.0,0.8,ALTO,0,0,1,,,,,,,0.0,17.0,2.0,1
MC_A2,mercado_campesino,2026-06-09,1,15,10,5.127090474057132,0.4,0.4,0.2,0.0,16.2,8.8,0.0,0.8,ALTO,0,0,1,,,,,,,5.807106973362575,17.0,2.0,1
MC_A2,mercado_campesino,2026-06-09,1,15,10,0.3242096635073155,0.4,0.4,0.2,0.0,16.2,8.8,0.0,0.8,ALTO,0,0,1,,,,,,,4.402920116145811,17.0,2.0,1
MC_A2,mercado_campesino,2026-06-09,1,15,10,7.122463566100784,0.4,0.4,0.2,0.0,16.2,8.8,0.0,0.8,ALTO,0,0,1,,,,,,,0.8444951174035373,17.0,2.0,1
MC_A2,mercado_campesino,2026-06-09,1,15,10,1.297257928385183,0.4,0.4,0.2,0.0,16.2,8.8,0.0,0.8,ALTO,0,0,1,,,,,,,3.149537265573405,17.0,2.0,1
MC_A2,mercado_campesino,2026-06-10,2,7,2,8.668181553588651,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,1,,,,,,,7.204960235910056,8.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,7,2,10.575599083005851,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,1,,,,,,,11.941470297828811,8.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,7,2,9.671931839377573,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,1,,,,,,,2.8591361604290184,8.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,7,2,11.120217067173092,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,1,,,,,,,7.161094490916301,8.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,7,2,15.202208037690909,0.0,0.5,0.5,0.0,20.0,8.7,0.0,0.5,MEDIO,1,0,1,,,,,,,9.2891279499895,8.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,8,5,7.634621323296928,0.4,0.4,0.2,0.0,20.0,8.7,0.0,0.8,ALTO,1,0,1,15.562402527812825,7.0,1.0,11.598511925554877,10.532341283703252,-7.927781204515897,0.0,9.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,8,5,4.18673315278887,0.4,0.4,0.2,0.0,20.0,8.7,0.0,0.8,ALTO,1,0,1,7.294443299382467,7.0,1.0,5.740588226085668,6.627058817390446,-3.107710146593597,0.0,9.0,1.0,1
MC_A2,mercado_campesino,2026-06-10,2,8,5,1.6372543817052847,0.4,0.4,0.2,0.0,20.0,8.7,0.0,0.8,ALTO,1,0,1,12.697350786354384,7.0,1.0,7.1673025840298346,7.578201722686557,-11.0600964046491,0.2312044551537651,9.0,1.0,1
